Vintage;Country;County;Designation;Points;Price;Province;Title;Variety;Winery
01/01/2014;France;Pouilly-Fumé;Les Angelots;92;$40.00;Loire Valley;Domaine Masson-Blondelet 2014 Les Angelots (Pouilly-Fumé);Sauvignon Blanc;Domaine Masson-Blondelet
01/01/2014;France;Alsace;H Vieilles Vignes;90;$45.00;Alsace;Josmeyer 2014 H Vieilles Vignes Pinot Auxerrois (Alsace);Pinot Auxerrois;Josmeyer
01/01/2014;France;Margaux;Viviens;93;$40.00;Bordeaux;Château Durfort-Vivens 2014 Viviens (Margaux);Bordeaux-style Red Blend;Château Durfort-Vivens
01/01/2014;Italy;Alto Adige;Plattenriegl;89;$23.00;Northeastern Italy;Girlan 2014 Plattenriegl Pinot Bianco (Alto Adige);Pinot Bianco;Girlan
01/01/2014;Italy;Alto Adige;Moriz;87;$20.00;Northeastern Italy;Tramin 2014 Moriz Pinot Bianco (Alto Adige);Pinot Bianco;Tramin
01/01/2014;France;Côtes de Bordeaux;Arbo Malbec;88;$22.00;Bordeaux;Vignobles Arbo 2014 Arbo Malbec (Côtes de Bordeaux);Malbec;Vignobles Arbo
01/01/2014;France;Nuits-St.-Georges;Domaine des Perdrix Aux Perdrix Premier Cru;94;$100.00;Burgundy;Domaines Devillard 2014 Domaine des Perdrix Aux Perdrix Premier Cru (Nuits-St.-Georges);Pinot Noir;Domaines Devillard
01/01/2014;France;Muscadet Sèvre et Maine;Les Grands Gâts Sur Lie;91;$10.00;Loire Valley;Chateau de l'Oiselinière 2014 Les Grands Gâts Sur Lie (Muscadet Sèvre et Maine);Melon;Chateau de l'Oiselinière
01/01/2014;France;Nuits-St.-Georges;Domaine des Perdrix Les Terres Blanches Premier Cru;93;$100.00;Burgundy;Domaines Devillard 2014 Domaine des Perdrix Les Terres Blanches Premier Cru (Nuits-St.-Georges);Pinot Noir;Domaines Devillard
01/01/2014;France;Alsace;Schlossberg Grand Cru;94;$44.00;Alsace;Domaine Bott-Geyl 2014 Schlossberg Grand Cru Riesling (Alsace);Riesling;Domaine Bott-Geyl
01/01/2014;France;Côtes de Provence;Corail;91;$16.00;Provence;Château de Roquefort 2014 Corail Rosé (Côtes de Provence);Rosé;Château de Roquefort
01/01/2014;Italy;Alto Adige;Plotzner;87;$20.00;Northeastern Italy;St. Pauls 2014 Plotzner Pinot Bianco (Alto Adige);Pinot Bianco;St. Pauls
01/01/2014;France;Alsace;Hatschbourg Grand Cru;90;$30.00;Alsace;Joseph Cattin 2014 Hatschbourg Grand Cru Pinot Gris (Alsace);Pinot Gris;Joseph Cattin
01/01/2014;France;Côtes du Lot;Le Rosé de Julie;87;$25.00;Southwest France;Château Lagrézette 2014 Le Rosé de Julie Rosé (Côtes du Lot);Rosé;Château Lagrézette
01/01/2014;France;Vin de France;Kosmos Organic Grapes;89;$25.00;France Other;Gérard Bertrand 2014 Kosmos Organic Grapes Red (Vin de France);Red Blend;Gérard Bertrand
01/01/2014;France;Coteaux d'Ancenis;Cour de Rohan;85;$11.00;Loire Valley;Alliance Loire 2014 Cour de Rohan Rosé (Coteaux d'Ancenis);Rosé;Alliance Loire
01/01/2014;France;Sancerre;Les L-O;94;$35.00;Loire Valley;Michel Vattan 2014 Les L-O (Sancerre);Sauvignon Blanc;Michel Vattan
01/01/2014;France;Nuits-St.-Georges;Les Bousselots Premier Cru;92;$70.00;Burgundy;Domaine Chevillon-Chezeaux 2014 Les Bousselots Premier Cru (Nuits-St.-Georges);Pinot Noir;Domaine Chevillon-Chezeaux
01/01/2014;France;Sancerre;Cuvée Pierre Etienne;93;$90.00;Loire Valley;Joseph Mellot 2014 Cuvée Pierre Etienne (Sancerre);Sauvignon Blanc;Joseph Mellot
01/01/2014;France;Blaye Côtes de Bordeaux;Fut de ChÃªne;90;$40.00;Bordeaux;Château Cailleteau Bergeron 2014 Fut de ChÃªne (Blaye Côtes de Bordeaux);Bordeaux-style Red Blend;Château Cailleteau Bergeron
01/01/2014;Italy;Barbaresco;Rio Sordo;88;$38.00;Piedmont;Musso 2014 Rio Sordo (Barbaresco);Nebbiolo;Musso
01/01/2014;Italy;Valdobbiadene Prosecco Superiore;Giustino B. Extra Dry;91;$32.00;Veneto;Ruggeri & C. 2014 Giustino B. Extra Dry (Valdobbiadene Prosecco Superiore);Glera;Ruggeri & C.
01/01/2014;France;Quarts de Chaume;Grand Cru;94;$65.00;Loire Valley;Domaine du Petit Métris 2014 Grand Cru (Quarts de Chaume);Chenin Blanc;Domaine du Petit Métris
01/01/2014;France;Cahors;Château de Grézels Prestige;90;$21.00;Southwest France;Château Saint-Didier-Parnac 2014 Château de Grézels Prestige Malbec-Merlot (Cahors);Malbec-Merlot;Château Saint-Didier-Parnac
01/01/2014;Italy;Langhe;Herzu;91;$30.00;Piedmont;Germano Ettore 2014 Herzu Riesling (Langhe);Riesling;Germano Ettore
01/01/2014;France;Cahors;Tradition;87;$17.00;Southwest France;Château de Gaudou 2014 Tradition Malbec-Merlot (Cahors);Malbec-Merlot;Château de Gaudou
01/01/2014;France;Alsace;Cuvée Mégane;90;$30.00;Alsace;Domaine G. Metz 2014 Cuvée Mégane Gewurztraminer (Alsace);Gewürztraminer;Domaine G. Metz
01/01/2014;France;Côtes de Provence;Saint-Sidoine;88;$13.00;Provence;Cellier Saint-Sidoine 2014 Saint-Sidoine Rosé (Côtes de Provence);Rosé;Cellier Saint-Sidoine
01/01/2014;France;Côtes du Lot;Albatros;85;$12.00;Southwest France;Pelvillain Frères 2014 Albatros Rosé (Côtes du Lot);Rosé;Pelvillain Frères
01/01/2014;Italy;Alto Adige;Weisshaus;87;$23.00;Northeastern Italy;Colterenzio 2014 Weisshaus Pinot Bianco (Alto Adige);Pinot Bianco;Colterenzio
01/01/2014;France;Côtes de Provence;L'Esprit de Provence;91;$20.00;Provence;Domaine du Grand Cros 2014 L'Esprit de Provence Rosé (Côtes de Provence);Rosé;Domaine du Grand Cros
01/01/2014;France;Alsace;Les Pierrets;91;$47.00;Alsace;Josmeyer 2014 Les Pierrets Riesling (Alsace);Riesling;Josmeyer
01/01/2014;France;Alsace;Signature;90;$15.00;Alsace;René Muré 2014 Signature Sylvaner (Alsace);Sylvaner;René Muré
01/01/2014;France;Chablis;Bougros Grand Cru;93;$65.00;Burgundy;Domaine Chenevières 2014 Bougros Grand Cru (Chablis);Chardonnay;Domaine Chenevières
01/01/2014;Italy;Alto Adige;Söll;89;$25.00;Northeastern Italy;Caldaro 2014 Söll Pinot Grigio (Alto Adige);Pinot Grigio;Caldaro
01/01/2014;France;Bourgogne;Collection Tiserny;85;$21.00;Burgundy;L. Tramier & Fils 2014 Collection Tiserny (Bourgogne);Chardonnay;L. Tramier & Fils
01/01/2014;Italy;Lugana;Le Creete;91;$25.00;Lombardy;Ottella 2014 Le Creete (Lugana);Turbiana;Ottella
01/01/2014;France;Alsace;Tradition;88;$26.00;Alsace;Vieil Armand 2014 Tradition Pinot Gris (Alsace);Pinot Gris;Vieil Armand
01/01/2014;France;Gevrey-Chambertin;Clos Saint-Jacques Premier Cru;94;$206.00;Burgundy;Louis Jadot 2014 Clos Saint-Jacques Premier Cru (Gevrey-Chambertin);Pinot Noir;Louis Jadot
01/01/2014;France;Morgon;Côte du Py;90;$22.00;Beaujolais;Georges Duboeuf 2014 Côte du Py (Morgon);Gamay;Georges Duboeuf
01/01/2014;France;Muscadet Sèvre et Maine;Orthogneiss;92;$20.00;Loire Valley;Domaine de l'Ecu 2014 Orthogneiss (Muscadet Sèvre et Maine);Melon;Domaine de l'Ecu
01/01/2014;France;Vin de France;Petit Bourgeois;87;$13.00;France Other;Henri Bourgeois 2014 Petit Bourgeois Sauvignon Blanc (Vin de France);Sauvignon Blanc;Henri Bourgeois
01/01/2014;France;Volnay;Champans Premier Cru;93;$106.00;Burgundy;Domaine Henri Delagrange 2014 Champans Premier Cru (Volnay);Pinot Noir;Domaine Henri Delagrange
01/01/2014;France;Gevrey-Chambertin;Closerie des Alisiers Les Champs Rémy;92;$52.00;Burgundy;Maison Stéphane Brocard 2014 Closerie des Alisiers Les Champs Rémy (Gevrey-Chambertin);Pinot Noir;Maison Stéphane Brocard
01/01/2014;France;Bordeaux;Château Arnaucosse;88;$15.00;Bordeaux;Les Vignerons Réunis de Monségur 2014 Château Arnaucosse (Bordeaux);Bordeaux-style Red Blend;Les Vignerons Réunis de Monségur
01/01/2014;Italy;Alto Adige;Gfill;88;$22.00;Northeastern Italy;St. Pauls 2014 Gfill Sauvignon (Alto Adige);Sauvignon;St. Pauls
01/01/2014;France;Blaye Côtes de Bordeaux;Elegance;91;$30.00;Bordeaux;Château Haut Bertinerie 2014 Elegance (Blaye Côtes de Bordeaux);Bordeaux-style Red Blend;Château Haut Bertinerie
01/01/2014;France;Côtes de Provence;Impatience;87;$20.00;Provence;Château de Berne 2014 Impatience Rosé (Côtes de Provence);Rosé;Château de Berne
01/01/2014;France;Cadillac Côtes de Bordeaux;Médeville Collection;90;$42.00;Bordeaux;Château Fayau 2014 Médeville Collection (Cadillac Côtes de Bordeaux);Bordeaux-style Red Blend;Château Fayau
01/01/2014;France;Cahors;Patiemment;90;$23.00;Southwest France;Château Ponzac 2014 Patiemment Malbec (Cahors);Malbec;Château Ponzac
01/01/2014;Italy;Cirò;Le Formelle;85;$18.00;Southern Italy;Caparra & Siciliani 2014 Le Formelle Rosato (Cirò);Rosato;Caparra & Siciliani
01/01/2014;France;Blaye Côtes de Bordeaux;Instinct;90;$45.00;Bordeaux;Château Espérance 2014 Instinct (Blaye Côtes de Bordeaux);Bordeaux-style White Blend;Château Espérance
01/01/2014;France;Sancerre;La Comtesse;91;$35.00;Loire Valley;Domaine Laporte 2014 La Comtesse (Sancerre);Sauvignon Blanc;Domaine Laporte
01/01/2014;Italy;Bolgheri;Casa al Piano;88;$25.00;Tuscany;Tringali Casanuova 2014 Casa al Piano (Bolgheri);Red Blend;Tringali Casanuova
01/01/2014;France;Sancerre;Domaine des Côtes Blanches;88;$27.00;Loire Valley;François Millet 2014 Domaine des Côtes Blanches (Sancerre);Sauvignon Blanc;François Millet
01/01/2014;France;Muscadet Sèvre et Maine;Gneiss;91;$20.00;Loire Valley;Domaine de l'Ecu 2014 Gneiss (Muscadet Sèvre et Maine);Melon;Domaine de l'Ecu
01/01/2014;France;Côtes de Gascogne;Brumont;87;$10.00;Southwest France;Alain Brumont 2014 Brumont Tannat-Merlot (Côtes de Gascogne);Tannat-Merlot;Alain Brumont
01/01/2014;France;Fleurie;Les ChÃªnes;92;$28.00;Beaujolais;Lucien Lardy 2014 Les ChÃªnes (Fleurie);Gamay;Lucien Lardy
01/01/2014;France;Coteaux d'Aix-en-Provence;Château Saint Hippolyte;87;$14.00;Provence;Ravoire et Fils 2014 Château Saint Hippolyte Rosé (Coteaux d'Aix-en-Provence);Rosé;Ravoire et Fils
01/01/2014;France;Mâcon-Verze;Le Chenin Blanc;88;$36.00;Burgundy;Nicolas Maillet 2014 Le Chenin Blanc (Mâcon-Verze);Chardonnay;Nicolas Maillet
01/01/2014;France;Bourgogne;Beaucharme;86;$60.00;Burgundy;Louis Max 2014 Beaucharme (Bourgogne);Chardonnay;Louis Max
01/01/2014;Italy;Alto Adige;Lahn;88;$24.00;Northeastern Italy;Cantina Produttori San Michele Appiano 2014 Lahn Sauvignon (Alto Adige);Sauvignon;Cantina Produttori San Michele Appiano
01/01/2014;France;Volnay;Santenots Premier Cru;94;$145.00;Burgundy;Domaine Henri Delagrange 2014 Santenots Premier Cru (Volnay);Pinot Noir;Domaine Henri Delagrange
01/01/2014;Italy;Verdicchio dei Castelli di Jesi Classico Superiore;Federico II A.D. 1194;88;$18.00;Central Italy;Montecappone 2014 Federico II A.D. 1194 (Verdicchio dei Castelli di Jesi Classico Superiore);Verdicchio;Montecappone
01/01/2014;Italy;Verdicchio dei Castelli di Jesi Classico;Villa Bucci Riserva;93;$57.00;Central Italy;Bucci 2014 Villa Bucci Riserva (Verdicchio dei Castelli di Jesi Classico);Verdicchio;Bucci
01/01/2014;France;Pouilly-Fumé;Le Domaine;91;$27.00;Loire Valley;Saget la Perrière 2014 Le Domaine (Pouilly-Fumé);Sauvignon Blanc;Saget la Perrière
01/01/2014;Italy;Verdicchio dei Castelli di Jesi Classico Superiore;Macrina;87;$15.00;Central Italy;Garofoli 2014 Macrina (Verdicchio dei Castelli di Jesi Classico Superiore);Verdicchio;Garofoli
01/01/2014;France;Côtes de Provence;Manon;84;$15.00;Provence;Ravoire et Fils 2014 Manon Rosé (Côtes de Provence);Rosé;Ravoire et Fils
01/01/2014;France;Beaujolais-Villages;Coeur de Presse;88;$15.00;Beaujolais;Georges Duboeuf 2014 Coeur de Presse (Beaujolais-Villages);Gamay;Georges Duboeuf
01/01/2014;France;Castillon Côtes de Bordeaux;Cuvée Compostelle;89;$45.00;Bordeaux;Château Côte Montpezat 2014 Cuvée Compostelle (Castillon Côtes de Bordeaux);Bordeaux-style Red Blend;Château Côte Montpezat
01/01/2014;France;Sancerre;Domaine des Brosses;88;$30.00;Loire Valley;Alain Girard et Fils 2014 Domaine des Brosses (Sancerre);Pinot Noir;Alain Girard et Fils
01/01/2014;France;Cahors;Chatons du Cèdre;87;$13.00;Southwest France;Château du Cèdre 2014 Chatons du Cèdre Malbec (Cahors);Malbec;Château du Cèdre
01/01/2014;France;Corton;La Vigne au Saint;95;$143.00;Burgundy;Domaine des Croix 2014 La Vigne au Saint (Corton);Pinot Noir;Domaine des Croix
01/01/2014;Italy;Alto Adige;Passion Riserva;90;$45.00;Northeastern Italy;St. Pauls 2014 Passion Riserva Lagrein (Alto Adige);Lagrein;St. Pauls
01/01/2014;France;Sancerre;Florès;87;$42.00;Loire Valley;Domaine Vincent Pinard 2014 Florès (Sancerre);Sauvignon Blanc;Domaine Vincent Pinard
01/01/2014;France;Cahors;Château de Haute-Serre Cuvée Géron Dadine de Haute-Serre;94;$49.00;Southwest France;Georges Vigouroux 2014 Château de Haute-Serre Cuvée Géron Dadine de Haute-Serre Malbec (Cahors);Malbec;Georges Vigouroux
01/01/2014;France;;Les Terrasses Royales;89;$17.00;Languedoc-Roussillon;Terre de Loups 2014 Les Terrasses Royales Carignan-Syrah;Carignan-Syrah;Terre de Loups
01/01/2014;France;Sable de Camargue;Domaine Le Pive Gris;87;$16.00;Languedoc-Roussillon;Vignobles Jeanjean 2014 Domaine Le Pive Gris Rosé (Sable de Camargue);Rosé;Vignobles Jeanjean
01/01/2014;France;Alsace;Vieilles Vignes;90;$22.00;Alsace;Domaine Schoffit 2014 Vieilles Vignes Chasselas (Alsace);Chasselas;Domaine Schoffit
01/01/2014;France;Alsace;Quintessence;90;$38.00;Alsace;Domaine Charles Frey 2014 Quintessence Pinot Noir (Alsace);Pinot Noir;Domaine Charles Frey
01/01/2014;France;Bordeaux Blanc;Cuvée Izzy;86;$13.00;Bordeaux;Château Petit-Freylon 2014 Cuvée Izzy (Bordeaux Blanc);Bordeaux-style White Blend;Château Petit-Freylon
01/01/2014;Italy;Colline Novaresi;Carlin;85;$20.00;Piedmont;Gilberto Boniperti 2014 Carlin Nebbiolo (Colline Novaresi);Nebbiolo;Gilberto Boniperti
01/01/2014;France;Crémant de Bordeaux;Brut Rosé;87;$19.00;Bordeaux;Calvet 2014 Brut Rosé (Crémant de Bordeaux);Sparkling Blend;Calvet
01/01/2014;Italy;Alto Adige;Feldmarschall von Fenner;93;$40.00;Northeastern Italy;Tiefenbrunner 2014 Feldmarschall von Fenner Müller-Thurgau (Alto Adige);Müller-Thurgau;Tiefenbrunner
01/01/2014;Italy;Isola dei Nuraghi;Serra Lori;89;$16.00;Sicily & Sardinia;Argiolas 2014 Serra Lori Rosato (Isola dei Nuraghi);Rosato;Argiolas
01/01/2014;France;Nuits-St.-Georges;Les PorÃªts Premier Cru;91;$80.00;Burgundy;Domaine Chevillon-Chezeaux 2014 Les PorÃªts Premier Cru (Nuits-St.-Georges);Pinot Noir;Domaine Chevillon-Chezeaux
01/01/2014;France;Côtes de Gascogne;No. 4 Gros & Petit Manseng;87;$11.00;Southwest France;Domaine Uby 2014 No. 4 Gros & Petit Manseng White (Côtes de Gascogne);Gros and Petit Manseng;Domaine Uby
01/01/2014;Italy;Toscana;Nesun Dorma;86;$16.00;Tuscany;Maestro Sanguineti 2014 Nesun Dorma Red (Toscana);Red Blend;Maestro Sanguineti
01/01/2014;France;Montagne-Saint-Émilion;L'Angelot;91;$25.00;Bordeaux;Château Tour Bayard 2014 L'Angelot (Montagne-Saint-Émilion);Bordeaux-style Red Blend;Château Tour Bayard
01/01/2014;France;Mercurey;Château de Chamirey Clos du Roi Premier Cru;90;$50.00;Burgundy;Domaines Devillard 2014 Château de Chamirey Clos du Roi Premier Cru (Mercurey);Pinot Noir;Domaines Devillard
01/01/2014;Italy;Alto Adige;Anger;89;$22.00;Northeastern Italy;Cantina Produttori San Michele Appiano 2014 Anger Pinot Grigio (Alto Adige);Pinot Grigio;Cantina Produttori San Michele Appiano
01/01/2014;France;Nuits-St.-Georges;Les Vaucrains Premier Cru;93;$100.00;Burgundy;Nicolas Potel 2014 Les Vaucrains Premier Cru (Nuits-St.-Georges);Pinot Noir;Nicolas Potel
01/01/2014;Italy;Alto Adige;Alfio Moriconi Selection;88;$18.00;Northeastern Italy;Kupel Wieser 2014 Alfio Moriconi Selection Pinot Bianco (Alto Adige);Pinot Bianco;Kupel Wieser
01/01/2014;France;Alsace;One;87;$13.00;Alsace;Pierre Sparr 2014 One White (Alsace);Alsace white blend;Pierre Sparr
01/01/2014;France;Pommard;Domaine du Pavillon Les Rugiens Premier Cru;92;$130.00;Burgundy;Albert Bichot 2014 Domaine du Pavillon Les Rugiens Premier Cru (Pommard);Pinot Noir;Albert Bichot
01/01/2014;France;Chassagne-Montrachet;La Maltroie Premier Cru;93;$100.00;Burgundy;Château de Santenay 2014 La Maltroie Premier Cru (Chassagne-Montrachet);Chardonnay;Château de Santenay
01/01/2014;France;Alsace;Réserve;89;$19.00;Alsace;Dopff Au Moulin 2014 Réserve Pinot Gris (Alsace);Pinot Gris;Dopff Au Moulin
01/01/2014;France;Coteaux du Giennois;Coulée des Moulins;88;$25.00;Loire Valley;Florian Roblin 2014 Coulée des Moulins Sauvignon Blanc (Coteaux du Giennois);Sauvignon Blanc;Florian Roblin
01/01/2014;France;Sancerre;Etienne Henri;94;$65.00;Loire Valley;Henri Bourgeois 2014 Etienne Henri (Sancerre);Sauvignon Blanc;Henri Bourgeois
01/01/2014;France;Alsace;Silbergerb;91;$39.00;Alsace;Domaine Pfister 2014 Silbergerb Pinot Gris (Alsace);Pinot Gris;Domaine Pfister
01/01/2014;France;Côtes de Provence;Légende;92;$30.00;Provence;Estandon 2014 Légende Rosé (Côtes de Provence);Rosé;Estandon
01/01/2014;France;Fronton;Tot Cò Que Cal;88;$25.00;Southwest France;Château Plaisance 2014 Tot Cò Que Cal Negrette (Fronton);Negrette;Château Plaisance
01/01/2014;Italy;Soave Classico;Montefoscarino;86;$13.00;Veneto;Santa Sofia 2014 Montefoscarino (Soave Classico);Garganega;Santa Sofia
01/01/2014;France;Fixin;Vieilles Vignes;87;$35.00;Burgundy;Derey Frères 2014 Vieilles Vignes (Fixin);Pinot Noir;Derey Frères
01/01/2014;France;Alsace;Cuvée René Dopff;89;$21.00;Alsace;Dopff & Irion 2014 Cuvée René Dopff Pinot Gris (Alsace);Pinot Gris;Dopff & Irion
01/01/2014;France;Fleurie;La Madone Vieilles Vignes;90;$25.00;Beaujolais;Domaine Chaintreuil 2014 La Madone Vieilles Vignes (Fleurie);Gamay;Domaine Chaintreuil
01/01/2014;France;Alsace;Saering Grand Cru;96;$29.00;Alsace;Domaines Schlumberger 2014 Saering Grand Cru Riesling (Alsace);Riesling;Domaines Schlumberger
01/01/2014;France;Jurançon Sec;Quest by Cauhapé;91;$25.00;Southwest France;Domaine Cauhapé 2014 Quest by Cauhapé (Jurançon Sec);Gros and Petit Manseng;Domaine Cauhapé
01/01/2014;France;Muscadet Sèvre et Maine;Château de la Ragotière Vallet;89;$26.00;Loire Valley;Les Frères Couillaud 2014 Château de la Ragotière Vallet (Muscadet Sèvre et Maine);Melon;Les Frères Couillaud
01/01/2014;France;Sancerre;Le Rabault;85;$30.00;Loire Valley;Joseph Mellot 2014 Le Rabault (Sancerre);Pinot Noir;Joseph Mellot
01/01/2014;Italy;Vermentino di Sardegna;Orion;85;$10.00;Sicily & Sardinia;Vigneti Zanatta 2014 Orion (Vermentino di Sardegna);Vermentino;Vigneti Zanatta
01/01/2014;France;Chablis;Vaucoupin Premier Cru;93;$39.00;Burgundy;Domaine Ellevin 2014 Vaucoupin Premier Cru (Chablis);Chardonnay;Domaine Ellevin
01/01/2014;Italy;Barbaresco;Vallegrande;90;$45.00;Piedmont;Ca' del Baio 2014 Vallegrande (Barbaresco);Nebbiolo;Ca' del Baio
01/01/2014;France;Alsace;Fronholz;93;$57.00;Alsace;Domaine Ostertag 2014 Fronholz Pinot Gris (Alsace);Pinot Gris;Domaine Ostertag
01/01/2014;France;Côtes de Provence;L'Instant;90;$18.00;Provence;Château Barbanau 2014 L'Instant Rosé (Côtes de Provence);Rosé;Château Barbanau
01/01/2014;France;Sancerre;La Vallée des Vignes;85;$20.00;Loire Valley;Eric Cottat 2014 La Vallée des Vignes (Sancerre);Pinot Noir;Eric Cottat
01/01/2014;Italy;Etna;Erse Bianco;88;$25.00;Sicily & Sardinia;Tenuta di Fessina 2014 Erse Bianco (Etna);White Blend;Tenuta di Fessina
01/01/2014;France;Alsace;Grand Cru Pfingstberg Paradis;89;$36.00;Alsace;Domaine François Schmitt 2014 Grand Cru Pfingstberg Paradis Riesling (Alsace);Riesling;Domaine François Schmitt
01/01/2014;France;Côtes de Provence;Château Gabriel;87;$22.00;Provence;Les Maîtres Vignerons de la Presqu'île de Saint-Tropez 2014 Château Gabriel Rosé (Côtes de Provence);Rosé;Les Maîtres Vignerons de la Presqu'île de Saint-Tropez
01/01/2014;France;Saint-Émilion;Divin de Corbin;90;$35.00;Bordeaux;Château Corbin 2014 Divin de Corbin (Saint-Émilion);Bordeaux-style Red Blend;Château Corbin
01/01/2014;France;Bergerac Rosé;Bélingard;85;$12.00;Southwest France;Château Bélingard 2014 Bélingard (Bergerac Rosé);Rosé;Château Bélingard
01/01/2014;Italy;Barbaresco;La Casa in Collina;87;$40.00;Piedmont;Vite Colte 2014 La Casa in Collina (Barbaresco);Nebbiolo;Vite Colte
01/01/2014;France;Alsace;Rosenberg;94;$28.00;Alsace;Domaine Barmès-Buecher 2014 Rosenberg Pinot Gris (Alsace);Pinot Gris;Domaine Barmès-Buecher
01/01/2014;France;Lalande de Pomerol;Enclos de Viaud;87;$37.00;Bordeaux;Vignobles K 2014 Enclos de Viaud (Lalande de Pomerol);Bordeaux-style Red Blend;Vignobles K
01/01/2014;France;Morgon;Grand Cras Vieilles Vignes;92;$25.00;Beaujolais;Laurent Gauthier 2014 Grand Cras Vieilles Vignes (Morgon);Gamay;Laurent Gauthier
01/01/2014;France;Bordeaux;Mauvais Garçon;89;$20.00;Bordeaux;Etablissements Thunevin 2014 Mauvais Garçon (Bordeaux);Bordeaux-style Red Blend;Etablissements Thunevin
01/01/2014;Italy;Montecucco;LeccioMoro;86;$21.00;Tuscany;Fattoria La Vialla 2014 LeccioMoro (Montecucco);Red Blend;Fattoria La Vialla
01/01/2014;France;Pouilly-Fumé;Les Bernadats;89;$25.00;Loire Valley;Domaine Cédrick Bardin 2014 Les Bernadats (Pouilly-Fumé);Sauvignon Blanc;Domaine Cédrick Bardin
01/01/2014;France;Beaujolais-Villages;Vintage;84;$17.00;Beaujolais;Laurent Gauthier 2014 Vintage Rosé (Beaujolais-Villages);Rosé;Laurent Gauthier
01/01/2014;France;Côtes de Provence;Vérité du Terroir;87;$17.00;Provence;Château la Gordonne 2014 Vérité du Terroir Rosé (Côtes de Provence);Rosé;Château la Gordonne
01/01/2014;France;Sancerre;Domaine de la Perrière;88;$26.00;Loire Valley;Saget la Perrière 2014 Domaine de la Perrière (Sancerre);Sauvignon Blanc;Saget la Perrière
01/01/2014;France;Alsace;Portrait;89;$17.00;Alsace;Domaine Zinck 2014 Portrait Pinot Gris (Alsace);Pinot Gris;Domaine Zinck
01/01/2014;France;Juliénas;Le Griottier;90;$22.00;Beaujolais;Domaine Franck Besson 2014 Le Griottier (Juliénas);Gamay;Domaine Franck Besson
01/01/2014;Italy;Valdobbiadene Prosecco Superiore;Giustino B. Extra Dry;91;$32.00;Veneto;Ruggeri & C. 2014 Giustino B. Extra Dry (Valdobbiadene Prosecco Superiore);Glera;Ruggeri & C.
01/01/2014;France;Alsace;Wiebelsberg Grand Cru;94;$42.00;Alsace;Boeckel 2014 Wiebelsberg Grand Cru Riesling (Alsace);Riesling;Boeckel
01/01/2014;France;Alsace;Cuvée Romanus;88;$19.00;Alsace;Lucien Albrecht 2014 Cuvée Romanus Pinot Gris (Alsace);Pinot Gris;Lucien Albrecht
01/01/2014;Italy;Alto Adige;15;85;$17.00;Northeastern Italy;Castelfeder 2014 15 Pinot Grigio (Alto Adige);Pinot Grigio;Castelfeder
01/01/2014;France;Alsace;Kirchberg Grand Cru;91;$33.00;Alsace;Kuentz-Bas 2014 Kirchberg Grand Cru Muscat (Alsace);Muscat;Kuentz-Bas
01/01/2014;Italy;Barbaresco;Valeirano;89;$130.00;Piedmont;La Spinetta 2014 Valeirano (Barbaresco);Nebbiolo;La Spinetta
01/01/2014;France;Madiran;Tradition;85;$18.00;Southwest France;Domaine Damiens 2014 Tradition Red (Madiran);Red Blend;Domaine Damiens
01/01/2014;Italy;Collio;Vigne;90;$24.00;Northeastern Italy;Zuani 2014 Vigne White (Collio);White Blend;Zuani
01/01/2014;France;Pomerol;Badine de la Patache;93;$55.00;Bordeaux;Vignobles K 2014 Badine de la Patache (Pomerol);Bordeaux-style Red Blend;Vignobles K
01/01/2014;Italy;Collio;Tenuta Sant'Elena;88;$23.00;Northeastern Italy;Fantinel 2014 Tenuta Sant'Elena Sauvignon (Collio);Sauvignon;Fantinel
01/01/2014;Italy;Alto Adige;Alfio Moriconi Selection;87;$16.00;Northeastern Italy;Kupel Wieser 2014 Alfio Moriconi Selection Pinot Grigio (Alto Adige);Pinot Grigio;Kupel Wieser
01/01/2014;France;Beaune;Les Cent Vignes Premier Cru;94;$52.00;Burgundy;Seguin-Manuel 2014 Les Cent Vignes Premier Cru (Beaune);Pinot Noir;Seguin-Manuel
01/01/2014;Italy;Rosso di Montalcino;Il Selciato;85;$20.00;Tuscany;Bonacchi 2014 Il Selciato (Rosso di Montalcino);Sangiovese;Bonacchi
01/01/2014;France;Bordeaux Supérieur;Grande Réserve;87;$18.00;Bordeaux;Château Labatut 2014 Grande Réserve (Bordeaux Supérieur);Bordeaux-style Red Blend;Château Labatut
01/01/2014;Italy;Barbera d'Asti;Bricco del Perg;88;$25.00;Piedmont;Poderi dei Bricchi Astigiani 2014 Bricco del Perg (Barbera d'Asti);Barbera;Poderi dei Bricchi Astigiani
01/01/2014;Italy;Valdobbiadene Prosecco Superiore;Rive di Collalto Brut;88;$20.00;Veneto;Borgoluce 2014 Rive di Collalto Brut (Valdobbiadene Prosecco Superiore);Glera;Borgoluce
01/01/2014;France;Alsace;Prestige;89;$15.00;Alsace;Cave de Cleebourg 2014 Prestige Pinot Gris (Alsace);Pinot Gris;Cave de Cleebourg
01/01/2014;France;Côtes de Provence;La Girafe Verte;86;$16.00;Provence;Château Barbanau 2014 La Girafe Verte Rosé (Côtes de Provence);Rosé;Château Barbanau
01/01/2014;France;Morgon;Domaine des Versauds;90;$17.00;Beaujolais;Georges Duboeuf 2014 Domaine des Versauds (Morgon);Gamay;Georges Duboeuf
